no,nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,longitude,description
76,Museum Monumen Pangeran Diponegoro,"4,4",1778,"Budaya dan Sejarah, Museum",2000,2000,"-7,7865891","110,3514473","Museum Monumen Pangeran Diponegoro adalah museum sekaligus monumen kediaman Pangeran ketika dikepung oleh pihak Belanda. Museum ini berisi berbagai peninggalan Pangeran Diponegoro. Di museum ini juga terdapat pendapa dan pringgitan yng didalamnya berisi benda-benda berBudaya dan Sejarah.  Benda berBudaya dan Sejarah tersebut berupa berbagai jenis senjata tradisional seperti keris, tombak, pedang, panah, dan masih banyak lagi senjata yang dikoleksi di dalam museum ini. i Museum Monument Pangeran Diponegoro ini juga terdapat dinding yang berlubang yang menjadi jalan keluar Pangeran Diponegoro untuk bisa lolos dari kepungan penjajah Belanda. Di museum ini juga terdapat barang peninggalan milik Sri Sultan Hamengku Buwono II yaitu ketipung dan wilahan bonang penembung yang terbuat dari kayu dan perunggu yang berwarna merah dan kuning, barang peninggalan Sri Sultan HB II yang ada mencapai lebih dari 100 buah. Disana juga terdapat dua senjata meriam yang terletak di depan dan disebelah timur pendopo, serta ada berbagai macam peralatan rumah tangga seperti tempat menaruh siri, canting, teko dan bokor."
287,Puncak Kebun Buah Mangunan,"4,6",1773,Agrowisata,8000,8000,"-7,9413718","110,4247345","Objek wisata ini menawarkan keindahan berupa panorama alam dataran tinggi yang hijau dan masih sangat alami. Selain itu, dari sana kamu juga bisa menikmati landscape Kota Bantul dengan segala rutinitas penduduknya, landscape yang sangat cantik dan mempesona. Dari kawasan wisata ini kamu juga bisa menyaksikan gagahnya gunung Sewu yang berada di seberang. Beberapa tanaman yang bisa kamu amati dan pelajari yakni pohon rambutan, durian, manggis, jeruk, mangga, pohon pinus, king grass atau rumput raja, salak magium, duku, sawo, cempedak, jambu biji, dan masih banyak yang lainnya. Disana wisatawan dapat berburu aneka buah-buahan, camping, melihat watu tumpang yaitu batu besar yang menumpang di atas batu kecil, memancing, bersepeda, berenang, belajar pembibitan sapi, flying fox."
465,Lava Tour Merapi,"4,6",1714,Alam,350000,350000,"-7,5934503","110,4316004",Lava Tour Merapi bisa menjadi pilihan aktivitas wisata ketika berlibur di Yogyakarta. Lava Tour Merapi adalah istilah untuk tur wisata kawasan terdampak erupsi Gunung Merapi tahun 2010. Tur yang dimaksud saat ini merupakan tur menggunakan mobil jenis jeep. Kegiatan tur meliputi kunjungan ke sejumlah titik yang terkena dampak langsung erupsi. Ada berbagai macam paket yang disediakan.
41,Museum Sonobudoyo Unit I,"4,6",1711,"Budaya dan Sejarah, Museum",3000,3000,"-7,8024499","110,3639555","useum Sonobudoyo unit pertama yang ada di dekat Alun-Alun Keraton Yogyakarta yang memiliki bentuk seperti bangunan rumah joglo dengan gaya Masjid Keraton Kasepuhan Cirebon. di museum ini terdapat koleksi alat musik seperti replika andong, wayang Rama, Sinta dan juga Lesmana, Anoman hingga Rahwana. Kemudian koleksi keris, koleksi batik dan koleksi buku kebudayaan."
68,Museum Factory Dan Kedai Chocolate Monggo,"4,6",1704,Agrowisata,15000,15000,"-7,8408737","110,298431","Disini wisatawan dapat belajar mengenai Budaya dan Sejarah cokelat, melihat langsung pembuatan cokelat di pabrik, dan langsung bisa mempraktekkan membuat cokelat. Cokelat Monggo ini dibuat dari warga negara Belgia, yang terinspirasi karena rasa rindunya akan rasa cokelat Belgia."
31,Kawasan Pantai Baron,"4,4",1698,Alam,10000,10000,"-8,1288246","110,5487763","Objek wisata Pantai Baron merupakan pantai yang membentuk cekungan. Seperti pantai lainnya, di Pantai Baron tersedia aneka ikan laut beserta olahannya. Ikan yang biasanya dijual di Pantai Baron adalah udang windu, kakap, bawal putih dan tongkol. Pantai Baron memiliki fasilitas berupa tempat pelelangan ikan, wahana permainan anak-anak, perahu bermesin, dan toko cenderamata. Buah sirkaya, pisang tanduk, sirsak, dan berbagai macam cenderamata yang terbuat dari kerang laut."
358,Kids Fun Galleria Mall,"4,4",1693,Buatan,60000,60000,"-7,7823797","110,3791605","Kids Fun cabang Galeria Mall menawarkan tema Wild Wild West yang membawa kita ke dunia barat dimana kaum koboi dan Indian bertemu. Tidak hanya sekedar nama, desain interiornya pun disesuai dengan tema yang diusung. Di beberapa bagian diletakkan patung koboi dan Indian untuk memperkuat suasana. Belum lagi area counter yang sekilas mirip bar di film-film bertema sejenis."
449,Taman Bunga Amarilis,"4,2",1641,Agrowisata,10000,10000,"-7,8563245","110,4991167","Taman Bunga Amarlis dapat dikatakan wisata tahunan, karena bunga mekar setiap tahun. Namun, jangka mekarnya sangat pendek, sehingga pengunjung harus segera datang ketika mekar. Dan dari tahun ke tahun, kondisi taman bunga sudah semakin baik. Jalan setapak yang sudah rata dengan semen telah disediakan. Sehingga, pengunjung tidak perlu khawatir becek atau kotor karena tanah. Taman pun telah dibentuk dengan kotak-kotak yang membuatnya tampak tertata rapi. Taman bunga telah dilengkapi dengan jalan setapak yang membantu akses pengunjung lebih dekat dengan bunga. Jadi, angle ketika berfoto lebih terlihat indah. Taman bunga juga dibentuk sehingga tidak monoton hanya satu lahan seperti sawah."
177,Tegaldowo Puspa Gading Park,"4,4",1635,Buatan,10000,10000,"-7,8656715","110,3228654","Satu lagi obyek wisata alternatif karya dari warga hadir di Kabupaten Bantul, destinasi baru tersebut telah menjadi viral di media sosial (medsos) namanya Taman Puspa Gading berlokasi di Dusun Tegaldowo, Dukuh Grojogan, Kecamatan Bantul, Bantul, DIY. Taman Puspa Gading berada di pinggiran sungai Bedog, selain berupa taman untuk berswafoto berlatar belakang hamparan sawah dengan berhiaskan patung kadal raksasa dan jembatan gantung yang membentang di atas sungai. Taman Puspa Gading juga memiliki beberapa wahana permainan anak, diantaranya kolam renang, mandi bola, terapi ikan, foto dengan badut kelinci, motor apv, menangkap ikan, dan wahana melukis."
207,Bendungan Kamijoro,"4,3",1563,Buatan,0,0,"-7,8787758","110,2662888","Bendungan Kamijoro adalah bendungan yang menahan aliran sungai Progo dan mengalirkan sebagian airnya untuk pengairan areal persawahan. Tapi Bendungan Kamijoro bukan sembarang bendungan, di atas bendungan ini terbentang jembatan sepanjang 161 meter dengan lebar 3 meter. Jembatan Bendungan Kamijoro menghubungkan Bantul dan Kulon Progo tepatnya di Dusun Plambongan, Desa Triwidadi, Kecamatan Pajangan, Kabupaten Bantul dengan Dusun Kaliwiru, Desa Tuksono, Kecamatan Sentolo, Kulon Progo. Tanpa jembatan itu, orang harus memutar sangat jauh. Jembatan ini menjadi landscape baru untuk Bantul dan Kulon Progo. Bentuknya mirip jembatan Ampera di Palembang, lengkap dengan tiang yang menjulang tinggi dan hiasan tali-tali baja yang seolah menyangga beban jembatan. Bendungan ini jadi salah satu daya tarik wisata sekaligus mampu menggerakkan ekonomi mikro masyarakat di sekitarnya. Karena banyak yang berkunjung ke sana, masyarakat setempat memanfaatkan kesempatan itu untuk berjualan aneka jajanan dan makanan. Bendungan Kamijoro diresmikan langsung oleh Presiden Joko Widodo pada akhir 2019 lalu dan hingga kini jadi salah satu magnet wisata di Kulon Progo dan Bantul. Selain jembatan yang cantik, ada juga Taman Bendungan Kamijoro yang bisa jadi pilihan tempat untuk bersantai, duduk dan menikmati hembusan angin bendungan yang semilir. Taman ini berada di sisi barat atau masuk wilayah Kulon Progo terdapat taman. Dari sini kita bisa berfoto dengan background jembatan sekaligus bendungan yang megah. Sedang di sisi timur atau masuk wilayah Bantul terdapat sebuah sistem pengairan yang tertata canggih dan modern. Terdapat beberapa pintu-pintu air dengan kontrol elektrik. Di area taman, terdapat plaza yang besar untuk berfoto-foto, bersantai, ataupun berkumpul mengadakan kegiatan massal. Salah satu spot foto yang jadi favorit pengunjung adalah di bagian undakan tertinggi plaza dengan latar belakang tulisan “Bendungan Kamijoro.” Jika kamu ingin berkunjung ke sini membawa keluarga tak perlu khawatir, Bendungan Kamijoro sangat ramah keluarga. Tak jauh dari taman, terdapat aneka mainan anak-anak seperti ayunan, jungkat-jungkit, hingga papan luncur. Taman juga dikemas sebagai wisata edukasi bagi keluarga dengan ditanam banyak jenis buah-buahan seperti durian, kelengkeng, sawo, hingga jambu kristal. Area taman sudah dibangun untuk pedestrian sehingga sangat nyaman untuk berjalan kaki."
184,Goa Kiskendo,"4,3",1446,"Alam, Budaya dan Sejarah",5000,5000,"-7,7471047","110,1310147","Goa beserta kisah-kisah yang menyertainya menjadi daya tarik terbesar obyek wisata ini. Goa konon sudah ditemukan 2 abad silam. Para leluhur terdahulu memanfaatkan untuk mencari ketenangan batin dan pencerahan lewat bertapa. Goa itu sepanjang 1,5 kilometer goa di dalam bumi Bukit Menoreh. Ada dua percabangan besar di dalamnya dan mengarahkan pengunjung pada bekas tempat banyak orang di masa lalu dalam melakoni pertapaan."
413,Pantai Ngrumput,"4,6",1437,Pantai,10000,10000,"-8,1403829","110,5831238","Pantai Ngrumput memang kalah pamor dengan Parangtritis. Namun, urusan eksotisme, pantai yang terletak di Gunung Kidul itu tak bisa disepelekan begitu saja. Karena belum begitu dikenal oleh masyarakat, pantai ini seolah belum terjamah. Sehingga keindahan alamnya masih alami dan juga bersih karena terhindar dari sampah. Selain itu wisatawan yang datang kemari bisa merasakan memiliki pantai pribadi karena masih sepi pengunjung. Eksotisme pertama dari Pantai Ngrumput di mata para wisatawan adalah tepi pantainya. Seperti halnya Pantai Gunung Kidul lainnya yang terkenal dengan pasir putihnya, demikian juga dengan pantai ini. Istimewanya, banyak wisatawan tak ingin beranjak dari pasir tersebut hingga memilih untuk bermalam. Biasanya kegiatan camping itu selalu identik dengan mendaki gunung. Kali ini, tanpa perlu mendaki wisatawan dapat merasakan sensasi bermalam di bawah sinar rembulan. Kegiatan ini yang membuat Pantai Ngrumput ini makin popular di mata wisatawan."
383,Pantai Ngedan,"4,4",1382,Pantai,5000,5000,"-8,1163418","110,4963362","Pantai Ngeden atau Ngedan yang terletak di Desa Krambil Sawit. Tersembunyi di balik bukit karang, pantai cantik ini memberikan kesan eksklusif bagi pengunjungnya. Terletak agak terpencil, Pantai Ngeden menyimpan keindahan alam yang masih terjaga. Berkunjung kemari memang tidak terlalu mudah karena akses jalannya yang belum maksimal. Akan tetapi, hijaunya perbukitan serta birunya laut akan memanjakan wisatawan begitu tiba di lokasi."
410,Pantai Slili,"4,5",1343,Pantai,10000,10000,"-8,1449664","110,6028766","Pantai Slili merupakan pantai kecil bagian selatan Kecamatan Tepus, Kabupaten Gunungkidul. Lokasinya tepat berada di antara Pantai Krakal dan Pantai Sadranan. Ketiganya hanya dipisahkan oleh bukit karang yang bisa dijelajahi. Salah satu yang populer dari Pantai Slili adalah posisinya. Slili diapit oleh dua bukit yang berbatasan langsung dengan pantai yang jauh lebih luas. Kedua bukit ini membuat area pantai menyerupai teluk berukuran mini. Pantai Slili dikenal memiliki spot-spot cantik untuk snorkeling. Begitu juga dengan Pantai Slili yang menjadi ‘tetangga’-nya. Lantai karangnya merupakan habitat yang baik untuk biota laut. Ada penyewaan alat snorkeling serta jasa instruktur snorkeling yang bisa dicoba jika berkunjung kemari."
175,Camera House Borobudur,"4,1",1304,Museum,15000,15000,"-7,6244995","110,2027713",Camera House Borobudur ini rumah yang dibentuk menyerupai kamera DSLR berukuran raksasa. Rumah Kamera ini adalah museum yang menampilkan hasil lukisan Pak Tanggol dan terdapat studio foto yang unik serta menarik. Kamu dapat melihat lukisan-lukisan yang indah yang terdapat di Camera House Borobudur ini.
15,Candi Kalasan,"4,5",1291,Budaya dan Sejarah,5000,5000,"-7,767284","110,4723505","Candi Kalasan adalah candi yang dipersembahkan untuk Dewi Tara yang dinding luarnya dilapisi semen kuno. Candi Budha tertua di Yogyakarta ini dibangun oleh Rakai Panangkaran, raja dari dinasti Syailendra yang juga mengkonsep pendirian Borobudur."
302,Watu Goyang,"4,4",1282,Alam,7000,7000,"-7,9274086","110,4120586","Lantaran lokasi wisata berada di dataran tinggi tak terhalang apa pun, membuat wisatawan mudah menikmati keindahan Kota Jogja, dari atas bukit pula terlihat makam-makam para raja loh. Pemandangan alam hijau serta kegagahan gunung Merapi terlihat mempesona. Lanskap seperti itulah sangat cocok mengobati rasa penat maupun bosan setelah sobat dibuat sibuk oleh rutinitas sehari-hari."
308,Pintoe Langit Dahromo,"4,4",1266,Buatan,5000,5000,"-7,913608","110,437783","Pintu Langit Dahromo ini menyediakan berbagai spot selfie yang hitz dan instagramable dengan latar belakang panorama keindahan sebagian Kota Jogja yang istimewa. Adapun berbagai spot foto tersebut seperti spot foto rumah dengan bunga-bunga disekitarnya, pintu langit, gardu pandang yang berbentuk love, dan ada juga sayap capung."
196,Wana Tirta Mangrove Forests,"4,1",1212,Agrowisata,3000,3000,"-7,8933459","110,0198257","Wana Tirta Mangrove merupakan salah satu tujuan baru terfavorit wisatawan di Yogyakarta atau lebih tepatnya di Pasirmendit, Kulon Progo. Awalnya, tempat wisata ini dibangun untuk melestarikan alam, namun kemudian banyak pengunjung yang menikmati hutan mangrove ini sebagai wisatawan. Untuk spot foto, ada jembatan Siapi-api atau jembatan bambu, ayunan, gazebo dan spot lainnya yang di hiasi dengan ornamen bunga. Selain menikmati pemandangan mangrove, pengunjung dapat menikmati tur dengan perahu disekitar area mangrove dan bermain canoe, seluruhnya tersedia dengan tambahan biaya dan dilengkapi dengan perlengkapan keamanan."
44,Museum Sandi,"4,7",1182,Budaya dan Sejarah,3000,3000,"-7,7845549","110,3711548","Museum Sandi adalah museum satu-satunya yang menyimpan alat-alat untuk mengirim pesan rahasia. Museum ini juga merekam segala jenis persandian di Indonesia bahkan dunia, jadi jika anda yang suka memecahkan sandi maka museum ini adalah tempat yang cocok untuk anda kunjungi. Setiba anda di loby museum sandi akan disambut hangat oleh pengelola museum sandi, orang-orangnya ramah, baik dan legowo banget. Pada masa itu museum sandi ini adalah museum yang mengoleksi segala jenis benda dan alat untuk memecahkan sandi mulai dari telegraf, buku kode sandi sampai mesin-mesin sandi yang terbuat di Indonesia maupun luar negeri."
428,Bukit Teletubbies,"4,1",1173,Alam,2000,2000,"-7,8181275","110,511764","Wisata satu ini merupakan wisata yang lokasinya berada di pedesaan. Bukit satu ini tepatnya berada di Desa Sumberharjo, Prambanan, Kabupaten Sleman. Meski berada di pedesaan, Bukit Teletubbies Jogja ini juga sama dengan wisata lain yang memiliki ciri khas dan keunikan tersendiri. Pemandangan yang ditawarkan kawasan perbukitan ini cukup enak dipandang. Plus, kamu juga mendapatkan foto bagus dengan latar belakang perbukitan yang hijau. Bukit ini diberi nama Teletubbies karena adanya gardu panjang yang lokasinya berada di atas. Gardu ini kebetulan lokasinya berada di di timur rumah Domes. Rumah di dekat gardu ini bentuknya setengah bulat dan mirip rumah di serial Teletubbies. Sehingga, rumah itu disebut rumah Teletubbies"
398,Pantai Watulawang,"4,6",1166,Alam,5000,5000,"-8,1535837","110,6177335","Seperti halnya pantai-pantai lain di Gunung Kidul pantai ini banyak terdapat karang dan ombak yang besar, namun yang menjadikannya unik, terdapat karang yang cukup besar dan bisa digunakan untuk memandang ke arah lautan, warga sekitar atau pengelola membuat jembatan yang terbuat dari bambu yang digunakan untuk menyeberang ke karang agar pengunjung dapat menuju ke atas karang dengan aman. Suasana pantai ini masih tergolong sepi, dan banyak terdapat karang-karang besar di bibir pantai, bisa anda gunakan untuk foto-foto dengan teman, pacar, atau keluarga. Pasir pantai termasuk luas dengan warna putih kecokelatan, khas pasir pantai selatan jogja. Bersebalahan langsung dengan goa watulawang."
370,Ngobaran Beach,"4,6",1160,Alam,5000,5000,"-8,1184844","110,5028785","Nama Pantai Ngobaran yang unik ini tentu tak lepas dari cerita masalalu.Kisahnya berawal dari Kerajaan Majapahit dan Kerajaan Demak.Sekitar tahun 2003 lalu, bangunan berupa gapura dan patung-patung simbol agama Hindu dan Budha didirikan. Tujuannya untuk menghormati kedatangan keturunan Raja Brawijaya V di pantai tersebut. Tak hanya gapura, prasasti dan beberapa arca saja, tapi Anda juga akan menemukan bangunan Joglo dengan aliran Kejawen."
224,Candi Banyunibo,"4,5",1151,Budaya dan Sejarah,5000,5000,"-7,7779014","110,4940734","Candi Banyunibo adalah candi Buddha yang berada tidak jauh dari Candi Ratu Boko, yaitu di bagian sebelah timur dari Kota Yogyakarta ke arah Kota Wonosari. Candi ini terdiri atas satu candi induk yang menghadap ke barat dan enam candi perwara yang berbentuk stupa disusun berderet, tiga candi perwara di sisi selatan dan tiga candi perwara di sisi timur candi induk. Lokasinya yang dikelilingi oleh persawahan menjadikan candi Banyunibo sebagai salah satu alternatif tempat wisata yang wajib dikunjungi. Karena selain udara di sekitar candi yang masih alami, pengunjung juga bisa mempelajari tentang kekayaan keyakinan manusia Indonesia di masa lampau."
397,Pantai Nglolang,"4,3",1123,Pantai,10000,10000,"-8,1360048","110,562855","Pantai ini sangat indah dengan pasir putih dan ombak yang bergulung-gulung dan menghempas karang ini masih terbilang sepi. Dan mengunjungi pantai yang masih sepi ini pastinya obat yang sangat manjur untuk menghilangkan kejenuhan. Setelah sehari-hari berkutat dengan kesibukan, deburan ombak yang menggulung-gulung dan menghempas karang, dan pemandangan cakrawala jauh di depan menjadi obat penetral suasana hati yang ampuh. Apalagi pemandangan di sekitar pantai ini dipercantik dengan dua tebing yang mengapit pantai."
38,Pantai Kuwaru,"4,1",1109,Pantai,10000,10000,"-7,989177883","110,2265599",Pantai Kuwaru terkenal dengan wisata yang terkesan santai dan murah.
29,Puncak Suroloyo,"4,4",1105,Alam,5000,5000,"-7,646343961","110,1810727","Selain cocok untuk menyaksikan keindahan matahari terbenam, Puncak Suroloyo juga terletak di ujung hamparan Pegunungan Menoreh yang membatasi Provinsi Jawa Tengah dan Daerah Istimewa Yogyakarta, tepatnya Kabupaten Kulon Progo dengan Magelang. Berada di Puncak Suroloyo seolah sedang berada di atap benteng raksasa yang berwarna hijau. Hal itu wajar karena Pegunungan Menoreh tampak memanjang bagai benteng yang membatasi Kabupaten Magelang dengan Kulon Progo. "
166,Ramadanu flower garden,"4,2",1087,Agrowisata,5000,5000,"-7,6478607","110,2879467","Nama Ramadanu tediri dari dua kata, yakni Rama dan Danu. Rama digunakan karena taman ini dibuka pada bulan Ramadan, sementara Danu dari nama dusun Danurojo."
6,Goa Jomblang,"4,6",1064,Alam,500000,500000,"-8,027954344","110,6382663","Goa Jomblang merupakan gua vertikal yang bertipe collapse doline. Gua ini terbentuk akibat proses geologi amblasnya tanah beserta vegetasi yang ada di atasnya ke dasar bumi yang terjadi ribuan tahun lalu. Runtuhan ini membentuk sinkhole atau sumuran yang dalam bahasa Jawa dikenal dengan istilah luweng. Saat ini Gua Jomblang merupakan tempat konservasi tumbuhan purba dan dikembangkan menjadi tempat wisata minat khusus yang mana dikelola oleh penduduk atau warga setempat. Untuk menuruni gua vertikal ini pihak pengelola sudah menyediakan perlengkapan lengkap sesuai standar keselamatan caving di gua vertikal. Sinar matahari yang menerobos masuk dari Luweng Grubug setinggi 90 meter membentuk satu tiang cahaya, menyinari flowstone yang indah serta kedalaman gua yang gelap gulita. Air yang menetes dari ketinggian turut mempercantik pemandangan. Tidak salah jika banyak orang terkagum-kagum datang ke sini ketika menyaksikan lukisan alam yang dikenal dengan istilah ""cahaya surga"". "
225,Candi Abang,"4,2",1029,Budaya dan Sejarah,5000,5000,"-7,8103728","110,468686","Candi Abang memiliki bentuk seperti piramida. Dinamakan “Candi Abang” karena bangunan itu terbuat dari batu bata berwarna merah. Dari jauh candi ini tampak seperti gundukan tanah atau bukit kecil karena bagian luarnya banyak ditumbuhi rerumputan. Secara sekilas, Candi Abang tampak hanya seperti gundukan tanah di atas bukit. Bukit ini bila musim hujan akan berwarna hijau sedangkan pada musim kemarau akan terlihat gersang. Bangunan candi ini akan terlihat berwarna merah jika kondisinya benar-benar kemarau dan kering. Seperti bangunan candi pada umumnya, Candi Abang dibangun di atas bukit. Selain itu, keunikan lainnya adalah candi ini dibangun dengan batu bata merah. Hal ini berbeda dengan kebanyakan candi pada umumnya yang dibangun dengan batu andesit."
289,Gunung Ireng Srumbung,"4,5",1028,Alam,3000,3000,"-7,8827926","110,4896548","Di Gunung Ireng Srumbung Teman Brisik bisa menemukan spot fajar terbaik tanpa harus mendaki gunung berhari-hari. Dari sini, kita juga disuguhkan pemandangan bak negeri di atas awan. Barisan kabut yang menyelimuti area puncak bukit membuat kita serasa berdiri di atas awan. Tempat ini sangat fotogenik dan tempat yang nyaman buat refreshing. Mulai dari spot rumah kecil, gazebo sampai gardu pandang membuat Teman Brisik dengan leluasa memotret momen matahari terbit dari berbagai spot yang telah disediakan. "
27,Pesona Pengklik Pantai Samas,4,987,"Alam, Pantai",10000,10000,"-8,003873302","110,2703756","Pantai Samas merupakan salah satu pantai yang berada di deretan pantai sebelah timur Pantai Parangtritis. Lokasi Pantai Samas kurang lebih 14 km arah selatan Kota Bantul atau sekitar 35 km dari pusat Kota Yogyakarta, tepatnya di Desa Srigading, Kecamatan Sanden, Kabupaten Bantul, Yogyakarta. Pantai Samas terkenal dengan deburan ombaknya yang menggulung, angin lautnya yang kencang dan sebagai tempat persinggahan penyu-penyu langka seperti penyu sisik dan penyu hijau untuk bertelur. Selain itu, kawasan Pantai Samas juga memiliki delta-delta sungai dan danau air tawar yang membentuk telaga. Akan tetapi Pantai Samas memiliki bibir pantai ang agak curam sehingga berbahaya dan tidak disarankan untuk mandi di pantai."
369,Pantai Siung,"4,6",967,"Alam, Pantai",10000,10000,"-8,1818233","110,6832394","Pantai Siung berlokasi di Gunung Kidul, Yogyakarta. Pantai ini  spesial karena lanskapnya yang dikelilingi oleh tebing-tebing tinggi. Karena keunikan itulah, pemerintah Jogja meresmikan Pantai Siung sebagai lokasi panjat tebing. Selama di Pantai Siung, kamu akan melihat banyak batu karang raksasa tersebar di sebelah barat dan timur pantai. Selain menjadi ciri khas Pantai Siung, keberadaan batu karang ternyata membawa makna bagi asal-usul nama pantai ini. Sebagai rangkuman, di pantai ini kalian dapat melakukan aktivitas panjat tebing, hammocking, berkemah, dan jalan-jalan di bukit pengilon."
181,Goa Seplawan,"4,5",947,Alam,8000,8000,"-7,772978","110,1102509","Goa yang berada di kawasan Pegunungan Menoreh ini merupakan goa basah, alias terdapat aliran air di dalamnya. Goa tersebut tepatnya berada di Desa Donorejo, Kecamatan Kaligesing, Kabupaten Purworejo, Jawa Tengah, berbatasan langsung dengan Kulonprogo di Yogyakarta. Goa ini memiliki panjang + 700 meter dengan cabang-cabang goa sekitar 150 – 300 meter dan berdiameter 15 meter. Sehingga untuk masuk ke dalam goa, pengunjung harus menyusuri anak tangga menurun yang cukup melalahkan. Yang mana rasa lelah itu akan segera hilang begitu mulai memasuki mulut goa. Sebab dari mulut goa itu saja keindahan ukiran batu di dalam goa sudah terlihat jelas."
228,Candi Sari,"4,5",938,Budaya dan Sejarah,2000,2000,"-7,7615576","110,4742751","Candi Sari juga disebut Candi Bendah adalah candi Buddha yang berada tidak jauh dari Candi Sambi Sari, Candi Kalasan dan Candi Prambanan, yaitu di bagian sebelah timur laut dari kota Yogyakarta, dan tidak begitu jauh dari Bandara Adisucipto. Candi ini dibangun pada sekitar abad ke-8 dan ke-9 pada saat zaman Kerajaan Mataram Kuno dengan bentuk yang sangat indah. Pada bagian atas candi ini terdapat 9 buah stupa seperti yang tampak pada stupa di Candi Borobudur, dan tersusun dalam 3 deretan sejajar. Bentuk bangunan candi serta ukiran relief yang ada pada dinding candi sangat mirip dengan relief di Candi Plaosan. Beberapa ruangan bertingkat dua berada persis di bawah masing-masing stupa, dan diperkirakan dipakai untuk tempat meditasi bagi para pendeta Buddha (biksu) pada zaman dahulunya. Candi Sari pada masa lampau merupakan suatu Vihara Buddha, dan dipakai sebagai tempat belajar dan berguru bagi para biksu. Selain untuk wisata Budaya dan Sejarah, pengunjung juga dapat bersepeda. Bersepeda di candi ini tidak akan memakan banyak waktu dikarenakan candi yang berukuran kecil. Selain di sekitar candi, para pengunjung juga dapat bersepeda menyusuri candi-candi lainnya yang lokasinya berdekatan. Para pengunjung dapat bercengkarama dengan penduduk sekitar candi untuk memperkaya cerita dan budaya dengan dalam dari Candi Sari ini sendiri."
472,Desa Wisata Pentingsari,"4,4",855,Desa Wisata,20000,20000,"-7,6430482","110,4296004","Desa Wisata Pentingsari terletak di lereng Gunung Merapi, sekitar 22,5 kilometer dari pusat Kota Yogyakarta. Desa ini dikenal di mancanegara sebagai salah satu desa wisata dengan segudang penghargaan. Dusun Pentingsari berbentuk seperti semenanjung dimana sebelah barat terdapat lembah yang sangat curam yaitu kali Kuning dan sebelah selatan terdapat lebah yang berupak Goa Ledok / Ponteng dan Gondoran sebelah timur terdapat lembah yang curam yaitu Kali Pawon dan sebelah utara merupakan dataran yang dapat berhubungan langsung dengan tanah di sekeliling kelurahan Umbulharjo sampai ke pelataran gunung Merapi. Dusun Pentingsari terdiri dari dua dusun yaitu Bonorejo dan Pentingsari. Ada beberapa program wisata desa, seperti live in, kemah, trekking, atau outbound yang bisa dinikmati. Untuk kegiatan wisata budaya, wisatawan bisa mengikuti kegiatan, seperti belajar gamelan, menari, membatik, membuat wayang rumput, dan membuat janur."
172,Desa Wisata Gamplong,"4,4",841,Desa Wisata,5000,5000,"-7,8055232","110,2374676","Berada di Kabupaten Sleman, tepatnya 16 kilometer dari titik nol Yogyakarta. Tempat wisata yang sering dijuluki mini Hollywood ini menawarkan berbagai desain bangunan unik. Sangat cocok bagi wisatawan yang menyukai fotografi."
54,Museum Perjuangan,"4,5",836,"Budaya dan Sejarah, Museum",1000,1000,"-7,8164905","110,3718611","Museum Perjuangan memiliki tempat utama yang berisi peninggalan Budaya dan Sejarah. Ruangan yang pertama di taat secara rapi di luar gedung. Disana menyajikan patung kepala pahlawan nasional, relief yang menjelaskan dan bercerita bagaimana lahirnya Boedi Utomo, masa penjajahan Jepang, dan partai Sarekat Islam. Selain itu juga membahas PD dua, Kongres Pemuda kesatu, masa pindahnya Ibukota negara ke Jogja, Peristiwa 1 Maret 1949, dan pertempuran puputan di Bali."
37,Geoforest Watu Payung Turunan,"4,5",796,Alam,5000,5000,"-7,972955236","110,4362646","Nama Watu Payung merujuk kepada sebuah batu yang bentuknya mirip dengan bentuk payung. Kata Watu dalam bahasa jawa berarti Batu. Sedangkan kata Payung, yang bermakna Payung. Keberadaan batu yang menyerupai payung tersebut di kawasan hutan konsevasi, menjadikan sebuah kunjungan wisata alam yang sangat menyenangkan. Suasana yang teduh, nuansa alam, udara yang sejuk, bernilai edukatif, adalah daya tarik dari Watu Payung Turunan."
335,Pasar Kembang,"4,2",793,Desa Wisata,0,0,"-7,7899242","110,3651209","Jalan Pasar Kembang merupakan gang kecil yang merupakan perkampungan penduduk. Banyak penduduk yang tinggal di kawasan ini. Mereka hidup dengan damai, dan tak sedikit yang banyak meraup rezeki karena kedatangan wisatawan. Penginapan banyak berdiri di tengah suasana perkampungan, dengan keramahan para penduduknya."
468,Omah Petroek,"4,6",764,Buatan,15000,15000,"-7,6219947","110,4153359","Objek wisata Omah Petruk merupakan objek wisata yang cukup menarik karena mengusung tema seperti sebuah museum. Disebut sebagai omah petruk dikarenakan aka nada banyak patung menarik dan lucu di sebuah bangunan rumah yang di desain sedemikian rupa. Omah Petruk ini menjadi tempat yang sangat menyenangkan untuk dikunjungi sendiri, dengan keluarga atau berombongan. "
396,Pantai Jogan,"4,3",758,Pantai,10000,10000,"-8,180135","110,6763715",Pantai Jogan memiliki keunikan tersendiri yaitu adanya air terjun yang langsung jatuh dari atas tebing ke bibir laut Jogan. Ketinggian air terjun ini sekitar 10 dengan sumber air yang berasal dari perbukitan karst di sebelah utara.
